priority,chandas,text_id,text,unit,count,duration_target,suggested_recording_type,reason
P3,क्षमा,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,गजगति,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,गीति,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,गीतिका,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,चकिता,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,चक्रपद,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,चण्डी,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,चन्द्रकान्ता,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,चन्द्रलेखा,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,चन्द्रवर्त्म,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,चन्द्रौरस,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,चित्र,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,चित्रपदा,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,चित्रलेखा,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,चित्रा,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,जलधरमाला,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,जलोद्धतगति,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,तनुमध्या,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,तन्वी,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,तरलनयन,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,तरलि,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,तामरस,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,तारका,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,तूणक,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,त्वरितगति,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,दीपकमाला,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,द्रुतपद,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,नदी १,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,नदी २,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,नन्दन,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,नर्दटक,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,नलिनी,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,नवमालिनी,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,नान्दीमुखी,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,नाराचिका,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,निशिपालक,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,पङ्क्ति,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,पञ्चकावली,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,पणव,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,पथ्या,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,पादाकुलक,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,पुट,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,प्रभा,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,प्रमदा,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,प्रमाणिका,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,प्रवरललित,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,प्रहरणकलिका,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,प्रियंवदा,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,प्रिया,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,प्रीति,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,बृहती,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,भद्रक,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,भद्रिका १,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,भद्रिका २,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,भुजगशिशुभृता,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,भुजङ्गविजृम्भित,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,भुजङ्गसङ्गता,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,भ्रमरविलसित,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,मङ्गलमहश्री,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,मञ्जुहासिनी,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,मणिगुणनिकर,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,मणिमध्य,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,मणिराग,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,मत्तमयूर,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,मत्तविलासिनी,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,मत्ता,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,मत्ताक्रीडा,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,मत्तेभविक्रीडित,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,मदनललिता,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,मदलेखा,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,मदिरा,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,मधुमती,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,मध्यक्षामा,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,मनोरमा,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,मन्दा,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,मन्दारमाला,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,मयूरसारिणी,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,महास्रग्धरा,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,मानसहंस,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,मालती,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,मुकुल,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,मृगेन्द्रमुख,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,मेघवितान,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,मेघविस्फूर्जिता,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,मोटक,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,मोटनक,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,मौक्तिकदाम,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,मौक्तिकमाला,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,रमणी,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,रुक्मवती,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,लक्ष्मी,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,लयग्राहि,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,लयविभाति,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,ललना,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,ललित,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,ललित,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,ललिता,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,लासिनी,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,लोला,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,वंशपत्रपतित,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,वक्त्र,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,वसुमती,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,वाणिनी,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,वासन्ती,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,वासन्ती (श),—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,विद्याधार,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,विध्वङ्कमाला,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,विपिनतिलक,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,वृत्ता,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,वेगवती,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,वैश्वदेवी,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,शशिकला,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,शशिवदना,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,शार्दूलललित,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,शुद्धविराट्,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,श्येनी,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,सती,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,समानिका,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,समृद्धि,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,सान्द्रपद,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,सारङ्ग,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,सावित्री,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,सुकेसर,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,सुपवित्र,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,सुमधुरा,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,सुमन्दारमाला,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,सुमुखी,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,सुरसा,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,सुवदना,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,सोमराजी,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,सौरभ,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,स्रक्,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,हंसगति,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,हंसमाला,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,हंसरुत,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,हंसी १,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,हंसी २,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,हरनर्तक,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,हरिणप्लुता,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
P3,हलमुखी,—,—,—,0,—,none yet — provide text first,no text of this metre in the indexed DGE works; a text must be added to DGE before any recording
