id,audio,text_id,text,normalized_text,phonetic_key,work,section,chapter,verse_id,part,chandas,chandas_engine_verdict,chandas_confidence,pada_count,syllable_count,laghu_guru,gana,yati,speaker,duration_seconds,sample_rate,channels,bit_depth,codec,audio_quality,qc_flags,snr_db_est,mapping_confidence,mapping_signal,duration_check,review_status,review_reason
km_518a72c2acd4,kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv10.26.mp3,sumadhva_vijaya:sarga_10:26,"तीर्थेषु-तीर्थेषु च सौख्य-तीर्थः
क्षेत्रेषु च क्षेत्र-विदां वरिष्ठः
गोविन्दमावन्द्य सहानुगोऽगाद्
गङ्गां पुनस्तुङ्ग-तरङ्ग-मालाम्",tIrTezu-tIrTezu ca sOKya-tIrTaH kzetrezu ca kzetra-vidAM varizWaH govindamAvandya sahAnugo'gAd gaNgAM punastuNga-taraNga-mAlAm,tirTesu-tirTesu ca sOKya-tirTa ksetresu ca ksetra-vidan varisWa govindanavandya sahanugogad gangan punastunga-taranga-nalan,sumadhva_vijaya,sarga_10,10,26,full,इन्द्रवज्रा,इन्द्रवज्रा,1.0,4,44,GGLGGLLGLGG|GGLGGLLGLGG|GGLGGLLGLGG|GGLGGLLGLGG,ततजगग|ततजगग|ततजगग|ततजगग,"[5, 6]",dge_linked:sumadhva_vijaya (unattributed),12.434,11025,1,32,mp3 (mp3float),B,[],25.1,1.0,dge_linked,plausible,auto_accepted,
km_961c7f119b6e,kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv10.27.mp3,sumadhva_vijaya:sarga_10:27,"प्लवैरपेतामवलोक्य सिन्धुं
सरोज-बन्धुं च तदाऽऽप्त-सिन्धुम्
तटे निषण्णानधिकं विषण्णान्
निरीक्ष्य शिष्यानतरत् स एताम्",plavErapetAmavalokya sinDuM saroja-banDuM ca tadA''pta-sinDum tawe nizaRRAnaDikaM vizaRRAn nirIkzya SizyAnatarat sa etAm,plavErapetanavalokya sinDun saroja-banDun ca tadapta-sinDun tawe nisananaDikan visanan niriksya sisyanatarat sa etan,sumadhva_vijaya,sarga_10,10,27,full,उपेन्द्रवज्रा,उपेन्द्रवज्रा,1.0,4,44,LGLGGLLGLGG|LGLGGLLGLGG|LGLGGLLGLGG|LGLGGLLGLGG,जतजगग|जतजगग|जतजगग|जतजगग,"[5, 6]",dge_linked:sumadhva_vijaya (unattributed),11.703,11025,1,32,mp3 (mp3float),B,[],24.5,1.0,dge_linked,plausible,auto_accepted,
km_6744203ec18d,kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv10.28.mp3,sumadhva_vijaya:sarga_10:28,"न वानरेन्द्रस्य विलङ्घिताब्धे
र्नवा नरेन्द्रस्य विहर्तुरस्याम्
इमेऽस्मरंस्तद्-वपुषोऽन्यथाऽस्य
शक्तस्य शङ्कयेत विपत् कथं तैः",na vAnarendrasya vilaNGitAbDe rnavA narendrasya viharturasyAm ime'smaraMstad-vapuzo'nyaTA'sya Saktasya SaNkayeta vipat kaTaM tEH,na vanarendrasya vilanGitabDe rnava narendrasya viharturasyan inesnaranstad-vapusonyaTasya saktasya sankayeta vipat kaTan tE,sumadhva_vijaya,sarga_10,10,28,full,,,0.3,4,45,LGLGGLLGLGG|LGLGGLLGLGG|LGLGGLLGLGL|GGLGLGLLGLGG,जतजगग|जतजगग|जतजगल|तरसय,[],dge_linked:sumadhva_vijaya (unattributed),13.009,11025,1,32,mp3 (mp3float),B,[],26.4,1.0,dge_linked,plausible,auto_accepted,
km_f05262d76544,kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv10.29.mp3,sumadhva_vijaya:sarga_10:29,"जगत्-प्रदीपायित-गो-गणाढ्ये
दिवाकरे मध्य-दिवाकरे च
अव्यक्त-रूपे श्रियमत्यजन् द्राक्
सहाम्बुजैस्तन्नयनाम्बुजानि",jagat-pradIpAyita-go-gaRAQye divAkare maDya-divAkare ca avyakta-rUpe Sriyamatyajan drAk sahAmbujEstannayanAmbujAni,jagat-pradipayita-go-ganaQye divakare naDya-divakare ca avyakta-rupe sriyanatyajan drak sahanbujEstanayananbujani,sumadhva_vijaya,sarga_10,10,29,full,उपजाति,उपजाति (प्रेमा),1.0,4,44,LGLGGLLGLGG|LGLGGLLGLGL|GGLGGLLGLGG|LGLGGLLGLGL,जतजगग|जतजगल|ततजगग|जतजगल,[],dge_linked:sumadhva_vijaya (unattributed),12.487,11025,1,32,mp3 (mp3float),B,[],26.5,1.0,dge_linked,plausible,auto_accepted,
km_3bf449f6357f,kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv10.3.mp3,sumadhva_vijaya:sarga_10:3,"भुवनाद्भुत-मध्व-चेष्टितं
न वदेमापि सुरायुषा वयम्
सकलं खलु किन्तु किञ्चिद
प्यथ शुश्रूषु-जनाय वर्ण्यते",BuvanAdButa-maDva-cezwitaM na vademApi surAyuzA vayam sakalaM Kalu kintu kiYcida pyaTa SuSrUzu-janAya varRyate,BuvanadButa-naDva-ceswitan na vadenapi surayusa vayan sakalan Kalu kintu kincida pyaTa susrusu-janaya varnyate,sumadhva_vijaya,sarga_10,10,3,full,"वियोगिनी, वैतालीय, सुन्दरी","वियोगिनी, वैतालीय, सुन्दरी",1.0,4,42,LLGLLGLGLG|LLGGLLGLGLG|LLGLLGLGLL|LLGGLLGLGLG,ससजग|सभरलग|ससजल|सभरलग,[],dge_linked:sumadhva_vijaya (unattributed),12.016,11025,1,32,mp3 (mp3float),B,[],21.0,1.0,dge_linked,plausible,auto_accepted,
km_98f75adc017e,kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv10.30.mp3,sumadhva_vijaya:sarga_10:30,"पदं पशोर्वा विनता-तनूज
स्तीर्त्वा नदीं तावददीन-सत्त्वः
अनार्द्र-वासाः स कुतूहलार्द्रै
र्नृदेव-भूदेव-मुखैर्ववन्दे",padaM paSorvA vinatA-tanUja stIrtvA nadIM tAvadadIna-sattvaH anArdra-vAsAH sa kutUhalArdrE rnfdeva-BUdeva-muKErvavande,padan pasorva vinata-tanuja stirtva nadin tavadadina-satva anardra-vasa sa kutuhalardrE rnrdeva-Budeva-nuKErvavande,sumadhva_vijaya,sarga_10,10,30,full,उपजाति,,0.7,4,44,LGLGGLLGLGL|GGLGGLLGLGG|LGLGGLLGLGG|LGLGGLLGLGG,जतजगल|ततजगग|जतजगग|जतजगग,[],dge_linked:sumadhva_vijaya (unattributed),13.009,11025,1,32,mp3 (mp3float),B,[],24.0,1.0,dge_linked,plausible,auto_accepted,
km_fa1c8f66e271,kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv10.31.mp3,sumadhva_vijaya:sarga_10:31,"भीतैररातेरति-मात्रमत्र
न-तारकैरप्यथ तारकैः सः
स्व-तेजसा विस्मित-भूप-नुन्नैः
प्लवेन शिष्यान् निरतारयत् ताम्",BItErarAterati-mAtramatra na-tArakErapyaTa tArakEH saH sva-tejasA vismita-BUpa-nunnEH plavena SizyAn niratArayat tAm,BitEraraterati-natranatra na-tarakErapyaTa tarakE sa sva-tejasa visnita-Bupa-nunE plavena sisyan niratarayat tan,sumadhva_vijaya,sarga_10,10,31,full,उपजाति,उपजाति (सिद्धि/बुद्धि),1.0,4,44,GGLGGLLGLGL|LGLGGLLGLGG|LGLGGLLGLGG|LGLGGLLGLGG,ततजगल|जतजगग|जतजगग|जतजगग,[],dge_linked:sumadhva_vijaya (unattributed),12.8,11025,1,32,mp3 (mp3float),B,[],24.4,1.0,dge_linked,plausible,auto_accepted,
km_68319d195d07,kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv10.32.mp3,sumadhva_vijaya:sarga_10:32,"विशङ्कटं स्वस्तटिनी-तटं ते
दीप-प्रदीप्तं जनताभि-पूर्णम्
सञ्चोदयत्-पण्डित-मण्डलाढ्यं
नाथावलोकोत्क-हृदोऽभ्यपश्यन्",viSaNkawaM svastawinI-tawaM te dIpa-pradIptaM janatABi-pUrRam saYcodayat-paRqita-maRqalAQyaM nATAvalokotka-hfdo'ByapaSyan,visankawan svastawini-tawan te dipa-pradiptan janataBi-purnan sancodayat-panqita-nanqalaQyan naTavalokotka-hrdoByapasyan,sumadhva_vijaya,sarga_10,10,32,full,उपजाति,उपजाति (कीर्ति),1.0,4,44,LGLGGLLGLGG|GGLGGLLGLGG|GGLGGLLGLGG|GGLGGLLGLGG,जतजगग|ततजगग|ततजगग|ततजगग,[],dge_linked:sumadhva_vijaya (unattributed),12.33,11025,1,32,mp3 (mp3float),B,[],22.9,1.0,dge_linked,plausible,auto_accepted,
km_b2669828792e,kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv10.33.mp3,sumadhva_vijaya:sarga_10:33,"आम्नायमाम्नाय-विदां विदग्धं
सभाव-भेदं प्रवदन्तमत्र
दैव्यां सभायामिव पद्म-योनिं
प्रैक्षन्त साक्षात् सुख-तीर्थमेते",AmnAyamAmnAya-vidAM vidagDaM saBAva-BedaM pravadantamatra dEvyAM saBAyAmiva padma-yoniM prEkzanta sAkzAt suKa-tIrTamete,anayananaya-vidan vidagDan saBava-Bedan pravadantanatra dEvyan saBayaniva padna-yonin prEksanta saksat suKa-tirTanete,sumadhva_vijaya,sarga_10,10,33,full,उपजाति,उपजाति (वाणी),1.0,4,44,GGLGGLLGLGG|LGLGGLLGLGL|GGLGGLLGLGG|GGLGGLLGLGG,ततजगग|जतजगल|ततजगग|ततजगग,[],dge_linked:sumadhva_vijaya (unattributed),13.322,11025,1,32,mp3 (mp3float),B,"[""exact_duplicate""]",22.6,1.0,dge_linked,plausible,auto_accepted,
km_b2669828792e,kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv10.34.mp3,sumadhva_vijaya:sarga_10:34,"प्राप्तस्ततो हस्तिन-राज-धानीं
मासानुवासेह स वास-योग्यान्
मठान्तरेऽनन्त-गुणन्तरः सन्
एकान्त-देशे सरितोऽसमीपे",prAptastato hastina-rAja-DAnIM mAsAnuvAseha sa vAsa-yogyAn maWAntare'nanta-guRantaraH san ekAnta-deSe sarito'samIpe,praptastato hastina-raja-Danin nasanuvaseha sa vasa-yogyan naWantarenanta-gunantara san ekanta-dese saritosanipe,sumadhva_vijaya,sarga_10,10,34,full,उपजाति,उपजाति (शाला),1.0,4,44,GGLGGLLGLGG|GGLGGLLGLGG|LGLGGLLGLGG|GGLGGLLGLGG,ततजगग|ततजगग|जतजगग|ततजगग,[],dge_linked:sumadhva_vijaya (unattributed),13.322,11025,1,32,mp3 (mp3float),B,"[""exact_duplicate""]",22.6,1.0,dge_linked,plausible,auto_accepted,
km_c408ebd0ad80,kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv10.35.mp3,sumadhva_vijaya:sarga_10:35,"भित्त्वा भुवं देव नदी जगाम
शाखा-विशेषेण निषेवितुं तम्
वाणी च यत्-प्रेष्यतया कृतार्था
शिवादि-वन्द्या न तदत्र चित्रम्",BittvA BuvaM deva nadI jagAma SAKA-viSezeRa nizevituM tam vARI ca yat-prezyatayA kftArTA SivAdi-vandyA na tadatra citram,Bitva Buvan deva nadi jagana saKa-visesena nisevitun tan vani ca yat-presyataya krtarTa sivadi-vandya na tadatra citran,sumadhva_vijaya,sarga_10,10,35,full,उपजाति,उपजाति (बाला),1.0,4,44,GGLGGLLGLGL|GGLGGLLGLGG|GGLGGLLGLGG|LGLGGLLGLGG,ततजगल|ततजगग|ततजगग|जतजगग,[],dge_linked:sumadhva_vijaya (unattributed),12.643,11025,1,32,mp3 (mp3float),B,[],22.2,1.0,dge_linked,plausible,auto_accepted,
km_ed028b6d0882,kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv10.36.mp3,sumadhva_vijaya:sarga_10:36,"गुरु-प्रबर्हस्य पदारविन्दं
विदूरतः सा प्रणनाम मूर्त्ता
औदार्य्य-सौन्दर्य्य-तनुं तनुं तम्
आलक्ष्य शिष्यैरति-विस्मितं तैः",guru-prabarhasya padAravindaM vidUrataH sA praRanAma mUrttA OdAryya-sOndaryya-tanuM tanuM tam Alakzya SizyErati-vismitaM tEH,guru-prabarhasya padaravindan vidurata sa prananana nurta Odarya-sOndarya-tanun tanun tan alaksya sisyErati-visnitan tE,sumadhva_vijaya,sarga_10,10,36,full,उपजाति,उपजाति (माला),1.0,4,44,LGLGGLLGLGG|LGLGGLLGLGG|GGLGGLLGLGG|GGLGGLLGLGG,जतजगग|जतजगग|ततजगग|ततजगग,[],dge_linked:sumadhva_vijaya (unattributed),12.8,11025,1,32,mp3 (mp3float),B,[],24.5,1.0,dge_linked,plausible,auto_accepted,
km_0810f511fdeb,kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv10.37.mp3,sumadhva_vijaya:sarga_10:37,"तेनोप-यातेन कदा चनाथ
वाराणसीं पाप-निवारणेन
अवादि वाणी बलिनः स्व-शिष्यान्
विलोक्य लीलावसरेऽवलिप्तान्",tenopa-yAtena kadA canATa vArARasIM pApa-nivAraRena avAdi vARI balinaH sva-SizyAn vilokya lIlAvasare'valiptAn,tenopa-yatena kada canaTa varanasin papa-nivaranena avadi vani balina sva-sisyan vilokya lilavasarevaliptan,sumadhva_vijaya,sarga_10,10,37,full,उपजाति,उपजाति (रामा),1.0,4,44,GGLGGLLGLGL|GGLGGLLGLGL|LGLGGLLGLGG|LGLGGLLGLGG,ततजगल|ततजगल|जतजगग|जतजगग,[],dge_linked:sumadhva_vijaya (unattributed),11.285,11025,1,32,mp3 (mp3float),B,[],23.1,1.0,dge_linked,plausible,auto_accepted,
km_aae962b62ef1,kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv10.38.mp3,sumadhva_vijaya:sarga_10:38,"नियुद्ध-सिद्ध्यै युगपद्धि वीर
म्मन्या भवन्तोऽभिपतन्तु मां द्राक्
समस्त शक्तिं न युनक्ति यः स्वाम्
अत्रास्मदाज्ञां स निराकरोति",niyudDa-sidDyE yugapadDi vIra mmanyA Bavanto'Bipatantu mAM drAk samasta SaktiM na yunakti yaH svAm atrAsmadAjYAM sa nirAkaroti,niyudDa-sidDyE yugapadDi vira nanya BavantoBipatantu nan drak sanasta saktin na yunakti ya svan atrasnadajnan sa nirakaroti,sumadhva_vijaya,sarga_10,10,38,full,उपजाति,उपजाति (हंसी),1.0,4,44,LGLGGLLGLGL|GGLGGLLGLGG|LGLGGLLGLGG|GGLGGLLGLGL,जतजगल|ततजगग|जतजगग|ततजगल,[],dge_linked:sumadhva_vijaya (unattributed),14.785,11025,1,32,mp3 (mp3float),B,[],25.1,1.0,dge_linked,plausible,auto_accepted,
km_2d01b272ed0c,kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv10.39.mp3,sumadhva_vijaya:sarga_10:39,"इतीरयन् पञ्च दशैष यूनः
प्राप्तान् प्र-युद्धान् युगपन्निपात्य
उत्थीयतां यस्य समर्त्यता स्याद्
इति ब्रुवाणः शनकैर्ज्जहास",itIrayan paYca daSEza yUnaH prAptAn pra-yudDAn yugapannipAtya utTIyatAM yasya samartyatA syAd iti bruvARaH SanakErjjahAsa,itirayan panca dasEsa yuna praptan pra-yudDan yugapanipatya utTiyatan yasya sanartyata syad iti bruvana sanakErjahasa,sumadhva_vijaya,sarga_10,10,39,full,उपजाति,उपजाति (आर्द्रा),1.0,4,44,LGLGGLLGLGG|GGLGGLLGLGL|GGLGGLLGLGG|LGLGGLLGLGL,जतजगग|ततजगल|ततजगग|जतजगल,[],dge_linked:sumadhva_vijaya (unattributed),15.36,11025,1,32,mp3 (mp3float),B,[],26.4,1.0,dge_linked,plausible,auto_accepted,
km_67cc43e86cbc,kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv10.4.mp3,sumadhva_vijaya:sarga_10:4,"क्वचिदीश्वर-देवमेष भूपं
खननं पान्थ-जनं विधापयन्तम्
स्वमपि प्रति-चोदयन्तमूचे
क्रियया नोऽकुशलान् प्रबोधयेति",kvacidISvara-devameza BUpaM KananaM pAnTa-janaM viDApayantam svamapi prati-codayantamUce kriyayA no'kuSalAn praboDayeti,kvacidisvara-devanesa Bupan Kananan panTa-janan viDapayantan svanapi prati-codayantanuce kriyaya nokusalan praboDayeti,sumadhva_vijaya,sarga_10,10,4,full,वसन्तमालिका,वसन्तमालिका,1.0,4,46,LLGLLGLGLGG|LLGGLLGLGLGG|LLGLLGLGLGG|LLGGLLGLGLGL,ससजगग|सभरय|ससजगग|सभरज,[],dge_linked:sumadhva_vijaya (unattributed),14.367,11025,1,32,mp3 (mp3float),B,[],20.0,1.0,dge_linked,plausible,auto_accepted,
km_4ab7048e53d9,kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv10.40.mp3,sumadhva_vijaya:sarga_10:40,"सौमेरवं गौरवमावहन्ति
तवाङ्गमङ्गाङ्गुलयश्च नोऽङ्गे
पुरा विनश्याम इतो दयालो
स्वामिन् विमुञ्चेत्यवदंस्तदा ते",sOmeravaM gOravamAvahanti tavANgamaNgANgulayaSca no'Nge purA vinaSyAma ito dayAlo svAmin vimuYcetyavadaMstadA te,sOneravan gOravanavahanti tavanganangangulayasca nonge pura vinasyana ito dayalo svanin vinuncetyavadanstada te,sumadhva_vijaya,sarga_10,10,40,full,उपजाति,उपजाति (जाया),1.0,4,44,GGLGGLLGLGL|LGLGGLLGLGG|LGLGGLLGLGG|GGLGGLLGLGG,ततजगल|जतजगग|जतजगग|ततजगग,[],dge_linked:sumadhva_vijaya (unattributed),14.681,11025,1,32,mp3 (mp3float),B,[],23.8,1.0,dge_linked,plausible,auto_accepted,
km_7463854cf966,kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv10.41.mp3,sumadhva_vijaya:sarga_10:41,"तेनाथ मुक्तैरति-विस्मयस्तै
रवाप्यनालोच्य हि तत्-स्वरूपम्
यद्-भ्रू-विजृम्भेण स-शम्भु शक्रं
जगत् समस्तं नियतं निकामम्",tenATa muktErati-vismayastE ravApyanAlocya hi tat-svarUpam yad-BrU-vijfmBeRa sa-SamBu SakraM jagat samastaM niyataM nikAmam,tenaTa nuktErati-visnayastE ravapyanalocya hi tat-svarupan yad-Bru-vijrnBena sa-sanBu sakran jagat sanastan niyatan nikanan,sumadhva_vijaya,sarga_10,10,41,full,उपजाति,उपजाति (भद्रा),1.0,4,44,GGLGGLLGLGG|LGLGGLLGLGG|GGLGGLLGLGG|LGLGGLLGLGG,ततजगग|जतजगग|ततजगग|जतजगग,[],dge_linked:sumadhva_vijaya (unattributed),1.672,11025,1,32,mp3 (mp3float),B,"[""low_volume""]",42.3,0.92,dge_linked,too_short,auto_accepted,
km_a087530395b7,kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv10.42.mp3,sumadhva_vijaya:sarga_10:42,"सदाक्ष्यमाक्षिप्त-समस्त पक्षको
यतिः प्रभुं कोऽप्यमरावती-पदः
जिगीषया ज्ञान-सहाय-कर्म्मणः
प्रसाद्ध्यतां साधनतेत्युदाहरत्",sadAkzyamAkzipta-samasta pakzako yatiH praBuM ko'pyamarAvatI-padaH jigIzayA jYAna-sahAya-karmmaRaH prasAdDyatAM sADanatetyudAharat,sadaksyanaksipta-sanasta paksako yati praBun kopyanaravati-pada jigisaya jnana-sahaya-karnana prasadDyatan saDanatetyudaharat,sumadhva_vijaya,sarga_10,10,42,full,वंशस्थ,वंशस्थ,1.0,4,48,LGLGGLLGLGLG|LGLGGLLGLGLG|LGLGGLLGLGLG|LGLGGLLGLGLG,जतजर|जतजर|जतजर|जतजर,"[5, 7]",dge_linked:sumadhva_vijaya (unattributed),14.681,11025,1,32,mp3 (mp3float),B,[],25.4,1.0,dge_linked,plausible,auto_accepted,
km_2ff7cf6a510a,kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv10.43.mp3,sumadhva_vijaya:sarga_10:43,"संसाधितार्थे भगवत्ययुक्ति-वित्
पप्रच्छ स ज्ञान-पदार्थमुग्रधीः
ज्ञातः स ते ज्ञान्यसि चेन्न चेन्न स
प्रश्नो घटेतेति निराकृतैष तम्",saMsADitArTe Bagavatyayukti-vit papracCa sa jYAna-padArTamugraDIH jYAtaH sa te jYAnyasi cenna cenna sa praSno Gaweteti nirAkftEza tam,sansaDitarTe Bagavatyayukti-vit papracCa sa jnana-padarTanugraDi jnata sa te jnanyasi cena cena sa prasno Gaweteti nirakrtEsa tan,sumadhva_vijaya,sarga_10,10,43,full,इन्द्रवंशा,इन्द्रवंशा,1.0,4,48,GGLGGLLGLGLG|GGLGGLLGLGLG|GGLGGLLGLGLL|GGLGGLLGLGLG,ततजर|ततजर|ततजभ|ततजर,"[5, 7]",dge_linked:sumadhva_vijaya (unattributed),15.569,11025,1,32,mp3 (mp3float),B,[],24.2,1.0,dge_linked,plausible,auto_accepted,
km_3eb704cb6f01,kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv10.44.mp3,sumadhva_vijaya:sarga_10:44,"वितत-तम-तमोऽन्तं साधयन्त्या नितान्तं
सदसि-सदसि रेजे व्याख्यया व्यास-शिष्यः
सकल-समयि-हस्ताम्भोज-बन्धाभिनन्दी
शरदि-शरदि चन्द्रश्चन्द्रिका सम्पदेव",vitata-tama-tamo'ntaM sADayantyA nitAntaM sadasi-sadasi reje vyAKyayA vyAsa-SizyaH sakala-samayi-hastAmBoja-banDABinandI Saradi-Saradi candraScandrikA sampadeva,vitata-tana-tanontan saDayantya nitantan sadasi-sadasi reje vyaKyaya vyasa-sisya sakala-sanayi-hastanBoja-banDaBinandi saradi-saradi candrascandrika sanpadeva,sumadhva_vijaya,sarga_10,10,44,full,मालिनी,मालिनी,1.0,4,60,LLLLLLGGGLGGLGG|LLLLLLGGGLGGLGG|LLLLLLGGGLGGLGG|LLLLLLGGGLGGLGL,ननमयय|ननमयय|ननमयय|ननमयज,"[8, 7]",dge_linked:sumadhva_vijaya (unattributed),16.823,11025,1,32,mp3 (mp3float),B,[],27.7,1.0,dge_linked,plausible,auto_accepted,
km_1f25c6cb579a,kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv10.45.mp3,sumadhva_vijaya:sarga_10:45,"जननं समये-समये जगतः
प्रथिते समये समयेदमिते
सनिरासमयेऽसमये स्थिति-युक्
स्ववभास-मयेऽसमयेष्ट-धिया",jananaM samaye-samaye jagataH praTite samaye samayedamite sanirAsamaye'samaye sTiti-yuk svavaBAsa-maye'samayezwa-DiyA,jananan sanaye-sanaye jagata praTite sanaye sanayedanite sanirasanayesanaye sTiti-yuk svavaBasa-nayesanayeswa-Diya,sumadhva_vijaya,sarga_10,10,45,full,तोटक,तोटक,1.0,4,48,LLGLLGLLGLLG|LLGLLGLLGLLG|LLGLLGLLGLLG|LLGLLGLLGLLG,सससस|सससस|सससस|सससस,"[6, 6]",dge_linked:sumadhva_vijaya (unattributed),19.174,11025,1,32,mp3 (mp3float),B,[],22.5,1.0,dge_linked,plausible,auto_accepted,
km_d6bc7aee0a8c,kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv10.46.mp3,sumadhva_vijaya:sarga_10:46,"वर्त्तस्वाद्ध्यधि सर्वं
दीव्येदं सोऽनिशं स्वतन्त्रो विष्णुः
उज्जासय दुष्टानां
संस्कुरु साधून् गुणाभिपूर्णोऽप्यगुणः",varttasvAdDyaDi sarvaM dIvyedaM so'niSaM svatantro vizRuH ujjAsaya duzwAnAM saMskuru sADUn guRABipUrRo'pyaguRaH,vartasvadDyaDi sarvan divyedan sonisan svatantro visnu ujasaya duswanan sanskuru saDun gunaBipurnopyaguna,sumadhva_vijaya,sarga_10,10,46,full,आर्यागीति,आर्यागीति,0.8,4,38,GGGLLGG|GGGGLGLGGGG|GGLLGGG|GLLGGLGLGGLLG,मसग|मरयगग|तयग|भतरभग,[],dge_linked:sumadhva_vijaya (unattributed),12.121,11025,1,32,mp3 (mp3float),B,[],25.2,1.0,dge_linked,plausible,auto_accepted,
km_4a0e5377e6f8,kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv10.47.mp3,sumadhva_vijaya:sarga_10:47,"असमोत्तमो मतोऽसौ
श्रियः पतिर्विश्वतो विभिन्नात्मा
परमान् प्रकाममर्थान्
प्रकाशयामास सेत्यादीन्",asamottamo mato'sO SriyaH patirviSvato viBinnAtmA paramAn prakAmamarTAn prakASayAmAsa setyAdIn,asanotano natosO sriya patirvisvato viBinatna paranan prakananarTan prakasayanasa setyadin,sumadhva_vijaya,sarga_10,10,47,full,आर्या,आर्या,0.8,4,36,LLGLGLGG|LGLGGLGLGGG|LLGLGLGG|LGLGGLGGG,सजगग|जतरगग|सजगग|जतम,[],dge_linked:sumadhva_vijaya (unattributed),10.815,11025,1,32,mp3 (mp3float),B,[],23.8,1.0,dge_linked,plausible,auto_accepted,
km_b9528ded5e2a,kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv10.48.mp3,sumadhva_vijaya:sarga_10:48,"समानया याऽनमाऽऽस
मायया ततयाऽयमा
नयासना नाऽस या न
यातनाऽललना [ऽ] तया",samAnayA yA'namA''sa mAyayA tatayA'yamA nayAsanA nA'sa yA na yAtanA'lalanA ['] tayA,sananaya yananasa nayaya tatayayana nayasana nasa ya na yatanalalana [] taya,sumadhva_vijaya,sarga_10,10,48,full,अनुष्टुप् (vipulā/irregular — unverified),,0.6,4,32,LGLGGLGL|GLGLLGLG|LGLGGLGL|GLGLLGLG,जतगल|रसलग|जतगल|रसलग,[],dge_linked:sumadhva_vijaya (unattributed),10.449,11025,1,32,mp3 (mp3float),B,[],24.4,1.0,dge_linked,plausible,auto_accepted,
km_ae3ef5cdeb88,kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv10.49.mp3,sumadhva_vijaya:sarga_10:49,"प्राज्ञो राज्ञां त्रिदिव-पदवीं कौरवं क्षेत्रमाप्तः
सस्माराथ स्व-विहृति-पतद्धस्ति-युद्धोत्सवानाम्
सत्यात्माद्यैरिह परिवृतो भाविमारीच दृग्भि
र्विस्मेरैः स्वैर्न्निज-नृप-तनू-हेति दृष्ट्याऽतितुष्टैः",prAjYo rAjYAM tridiva-padavIM kOravaM kzetramAptaH sasmArATa sva-vihfti-patadDasti-yudDotsavAnAm satyAtmAdyEriha parivfto BAvimArIca dfgBi rvismerEH svErnnija-nfpa-tanU-heti dfzwyA'tituzwEH,prajno rajnan tridiva-padavin kOravan ksetranapta sasnaraTa sva-vihrti-patadDasti-yudDotsavanan satyatnadyEriha parivrto Bavinarica drgBi rvisnerE svErnija-nrpa-tanu-heti drswyatituswE,sumadhva_vijaya,sarga_10,10,49,full,मन्दाक्रान्ता,मन्दाक्रान्ता,1.0,4,68,GGGGLLLLLGGLGGLGG|GGGGLLLLLGGLGGLGG|GGGGLLLLLGGLGGLGL|GGGGLLLLLGGLGGLGG,मभनततगग|मभनततगग|मभनततगल|मभनततगग,"[4, 6, 7]",dge_linked:sumadhva_vijaya (unattributed),17.763,11025,1,32,mp3 (mp3float),B,[],20.5,1.0,dge_linked,plausible,auto_accepted,
