audio,work_guess,section_guess,verse_guess,part,text_id,text,chandas,syllable_count,duration_seconds,duration_check,confidence,band,review_status,review_reason,signal,audio_quality,qc_flags,action
kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv11.74.mp3,sumadhva_vijaya,sarga_11,74,full,sumadhva_vijaya:sarga_11:74,"इज्यते यज्ञ-शीलैः स यज्ञः प्राज्ञ-मध्ये परः प्रोच्यतेऽन्यैः
गीयते गेय-कीर्त्तिः सु-गीतैर्विद्ध्यबद्धैः सदाऽऽनन्द-सान्द्रैः",अज्ञातम्,40,11.912,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,B,[],none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv11.75.mp3,sumadhva_vijaya,sarga_11,75,full,sumadhva_vijaya:sarga_11:75,"वैकुण्ठे ते श्री-विशेषा जनानामत्याश्चर्यं चित्त-वाचामभूमिः
वैकुण्ठे ते श्री-विशेषाजनाना-मुक्त-श्लाघ्ये युक्तमेतादृशत्वम्",शालिनी,44,13.322,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,B,[],none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv11.76.mp3,sumadhva_vijaya,sarga_11,76,full,sumadhva_vijaya:sarga_11:76,"यं यं सुखी कामयतेऽर्थमत्र सङ्कल्प-मात्रात् सकलोऽपि स स्यात्
इत्येव वेदा अपि वेदयन्ति मुक्तिं ततः को विभवातिरेकः",इन्द्रवज्रा,44,14.106,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,B,[],none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv11.77.mp3,sumadhva_vijaya,sarga_11,77,full,sumadhva_vijaya:sarga_11:77,"महानन्द-तीर्थस्य ये भाष्य-भावं मनोवाग्भिरा-वर्तयन्ते स्व-शक्त्या
सुराद्या नरान्ता मुकुन्द-प्रसादादिमं मोक्षमेते भजन्ते सदेति",भुजङ्गप्रयात,48,12.487,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,B,[],none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv11.8.mp3,sumadhva_vijaya,sarga_11,8,full,sumadhva_vijaya:sarga_11:8,"ननु तत्र विश्व-विभवैक-पदं
परि-भाति पूर्ण-पुरुषस्य पुरी
उपलभ्यते यदुपमान-पदं
प्रतिबिम्बमेव मणि-वप्र-गतम्",प्रमिताक्षरा,48,10.658,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,B,[],none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv11.9.mp3,sumadhva_vijaya,sarga_11,9,full,sumadhva_vijaya:sarga_11:9,"सित-सौध-सन्तति-रुचा स्फुरिता
परितोऽरुणाश्म-गृह-पति-रुचिः
इह मच्छरीर-वलये लसिताम्
अनुयाति मूर्त्तिमसुरासुहृतः",अज्ञातम्,48,11.076,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,B,[],none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv12.1.mp3,sumadhva_vijaya,sarga_12,1,full,sumadhva_vijaya:sarga_12:1,"अत्रानन्त-स्वान्त-वेदान्ति-सिंहे मुख्य-व्याख्या-निस्वने जृम्भमाणे
सद्यो माद्यद्-वादि-दन्तीन्द्र-भीमे भेजे क्षोभो मायि-गोमायु-यूथैः",शालिनी,44,17.972,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,B,[],none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv12.10.mp3,sumadhva_vijaya,sarga_12,10,full,sumadhva_vijaya:sarga_12:10,"प्रश्नः पृष्टः खण्ड्यते तेन नूनं
युक्तां युक्तिं वक्ति चासावखण्ड्याम्
वादि-व्रातं लज्जयेन्नो विशेषाद्
आक्षेप्तेति श्रूयते किं नु कुर्मः",शालिनी,44,15.621,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,B,[],none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv12.11.mp3,sumadhva_vijaya,sarga_12,11,full,sumadhva_vijaya:sarga_12:11,"प्राच्यं शास्त्रं यत् स-पादं तु लक्षं
वाक्येनैकेनाऽक्षिपद्धर्ष-तीर्थः
इत्थं पान्थैर्वर्णितं शृण्वतः प्राग्
युष्मान् प्रापद् दूयमानं मनो मे",शालिनी,44,15.726,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,B,[],none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv12.12.mp3,sumadhva_vijaya,sarga_12,12,full,sumadhva_vijaya:sarga_12:12,"वेद-व्यासो न्वेष वेदो नु मूर्ती
दिव्या मूर्त्तिर्यस्य सा सु-स्मितस्य
तद्-द्रष्टॄणां चेति वाणी-कृपाणी
नूनं माया-पक्ष-मूलं छिनत्ति",शालिनी,44,14.524,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,B,[],none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv12.13.mp3,sumadhva_vijaya,sarga_12,13,full,sumadhva_vijaya:sarga_12:13,"अक्लिष्टं तत्-सूत्र-भाष्यं बलीयो
मानोपेतं का क्षतिर्भस्तथा चेत्
आस्माकाः केऽप्येवमुक्त्वा विलज्जा
लज्जा-सिन्धौ दुस्सहेऽमज्जयन् नः",शालिनी,44,15.935,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,B,[],none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv12.14.mp3,sumadhva_vijaya,sarga_12,14,full,sumadhva_vijaya:sarga_12:14,"तस्य व्याप्तैः शिष्य-जालैस्तु गौणैः
संसत्-सिन्धौ शङ्ख-चक्रादि-भृद्भिः
मा गृह्येरन् विश्व-सत्त्वान्तराणि
क्षेमात्यै नस्तत्र नीतिं विधत्त",शालिनी,44,15.047,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,B,[],none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv12.15.mp3,sumadhva_vijaya,sarga_12,15,full,sumadhva_vijaya:sarga_12:15,"गौणैस्तर्कैर्गौण-वाक्याभिगुप्तै
र्गौणीं बुद्धिं वर्द्धयन्ते नृणां ते
हंसानां नो वाग्-विघात-प्रवीणाः
सिन्धुं भूयो वारि-वर्षैरिवाब्दाः",शालिनी,44,14.838,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,B,[],none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv12.16.mp3,sumadhva_vijaya,sarga_12,16,full,sumadhva_vijaya:sarga_12:16,"बाहुल्येन ह्येतदुक्त्वा खलु द्राग्
एते विश्वं प्राप्नुवन्ति प्रकामम्
अस्मिन्नस्मद्-दर्शनापाय-काले
यद्वल्लोकापाय-काले लयापः",शालिनी,44,12.748,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,B,[],none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv12.17.mp3,sumadhva_vijaya,sarga_12,17,full,sumadhva_vijaya:sarga_12:17,"आकर्ण्यत्थं तस्य वाणीमथान्यो
मानी तेषां मानिनां चित्त-वेत्ता
स्वानां चेतो नन्दयन् मन्द-चेता
धृष्टामुच्चैर्वाचमाचष्ट कष्टः",शालिनी,44,16.039,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,B,[],none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv12.18.mp3,sumadhva_vijaya,sarga_12,18,full,sumadhva_vijaya:sarga_12:18,"तेजः-शङ्का-मात्रतो यद् विलीनं
धिग् भीरूणां मानसं मान-हीनम्
एकान्तेन प्राप्त-तेजो-विलीनं
स्थेयो यस्माद् भाति हैयङ्गवीनम्",शालिनी,44,14.681,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,B,[],none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv12.19.mp3,sumadhva_vijaya,sarga_12,19,full,sumadhva_vijaya:sarga_12:19,"येषां विद्या शाङ्करी शङ्करी नो
देवादीनां बाध्यतां साधयन्ती
शौक्रीवालं लज्जयेद् देव-पूज्यं
तेषामेषां सन्निधौ को विषादः",शालिनी,44,16.353,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,B,[],none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv12.2.mp3,sumadhva_vijaya,sarga_12,2,full,sumadhva_vijaya:sarga_12:2,"सम्भूयामी चोल-ज-द्वीपि-पुर्योः पार्श्वे पापा मन्त्रयामासुरुग्राः
सासूया भू-भूषणे वायु-देवे मूढा यद्वद् धार्तराष्ट्रान्तिके प्राक्",शालिनी,44,18.338,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,B,[],none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv12.20.mp3,sumadhva_vijaya,sarga_12,20,full,sumadhva_vijaya:sarga_12:20,"यद्यद्वैतं कर्कशैर्गौण-तर्कैः
रुद्धं साध्यं नैव भात्यस्तु तावत्
षट्कर्म-ज्ञैर्दिव्य-मन्त्रौषधाढ्यै
रेतैर्गुप्तान् नो विजेता न कश्चित्",शालिनी,44,15.83,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,B,[],none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv12.21.mp3,sumadhva_vijaya,sarga_12,21,full,sumadhva_vijaya:sarga_12:21,"यद्यप्येवं न ह्युपेक्ष्यो विपक्षः
किन्तु प्राप्तो नाधुनाऽऽक्रन्द-कालः
अप्यद्वन्द्व-स्वात्म-बोध-प्रतीतै
राचार्यैर्यच्छङ्कयते शङ्कराद्यैः",अज्ञातम्,45,16.196,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,B,[],none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv12.22.mp3,sumadhva_vijaya,sarga_12,22,full,sumadhva_vijaya:sarga_12:22,"पारम्पर्येणागतं तत्त्व-शास्त्रं
हन्तोत्सन्नं नूतनेनेत्युदीर्य
तेषां दोषा वर्णनीया विदग्धैः
सन्तोऽसन्तो वाऽपि मध्यस्थ-लोके",शालिनी,44,15.778,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,B,[],none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv12.23.mp3,sumadhva_vijaya,sarga_12,23,full,sumadhva_vijaya:sarga_12:23,"स्वाभिप्रायो ब्रह्मवत् स्यादवाच्यो
माया-शक्त्या सर्व-निर्वाह-सिद्धिः
इत्थं नीत्या शास्त्र-नीत्येव बाध्यः
सर्वो लोकः स्वात्मनो यः परः स्यात्",शालिनी,44,16.144,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,B,[],none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv12.24.mp3,sumadhva_vijaya,sarga_12,24,full,sumadhva_vijaya:sarga_12:24,"ग्रामे ग्रामे वार्यतां माननैषां
पूर्वं-पूर्वम् साम-पूर्वैरुपायैः
सम्प्राप्तानां मान-भङ्गाय कार्यं
ग्रन्थाकर्षाद्युद्यतैरस्मदीयैः",शालिनी,44,16.562,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,B,[],none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv12.25.mp3,sumadhva_vijaya,sarga_12,25,full,sumadhva_vijaya:sarga_12:25,"इत्याद्येते कार्यमालोच्य काले
चक्रुर्वक्राश्चक्रि-भक्त-प्रतीपम्
योग्या मङ्कं तेऽन्यथा स्युः कथं वा
दुःखोग्राम्भस्यन्ध-तामिस्र-सिन्धौ",शालिनी,44,14.681,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,B,[],none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv12.26.mp3,sumadhva_vijaya,sarga_12,26,full,sumadhva_vijaya:sarga_12:26,"व्रत्याकारं वासुदेव-द्विषं ते
प्राज्ञम्मन्यं पुण्डरीकाभिधानम्
वाद-व्याजाक्षेप-कामाः कुमन्त्रा
च्चक्रुर्यत्नं रूप्य-पीठालयेऽमी",शालिनी,44,14.629,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,B,[],none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv12.27.mp3,sumadhva_vijaya,sarga_12,27,full,sumadhva_vijaya:sarga_12:27,"यद्वत् सिंहं ग्राम-सिंहोऽशुचीच्छो
हंसं काको यद्वदेवैक-दृष्टिः
यद्वन्मायी भूरिमायस्तरक्षूं
तद्वद् विद्वद्-वर्यमाह्वास्त मूढः",शालिनी,44,14.942,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,B,[],none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv12.28.mp3,sumadhva_vijaya,sarga_12,28,full,sumadhva_vijaya:sarga_12:28,"अप्यल्पोऽसौ न ह्युपेक्षाम्बभूवे
लोलात्मेवादक्ष-पक्षः पतङ्गः
मध्वेनाहो दुस्तरेण स्व-भावात्
तेजो-राजी-राजितेनाग्निनेव",शालिनी,44,15.151,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,B,[],none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv12.29.mp3,sumadhva_vijaya,sarga_12,29,full,sumadhva_vijaya:sarga_12:29,"मानैर्मान्यैर्भासमानोऽसमानै
राक्षिप्यैनं स्वं मतं साधयित्वा
प्रीत्यै विष्णोरुत्तम-प्रीति-तीर्थो
वेद-व्याख्यां वेद-वेदी चकार",शालिनी,44,16.823,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,B,[],none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv12.3.mp3,sumadhva_vijaya,sarga_12,3,full,sumadhva_vijaya:sarga_12:3,"सन्मात्सर्यं बद्धमूचेऽशुभानां वाचाऽलोलं कोऽपि गां धारकस्य
मध्ये तेषां नीच-नीत्या समानो वाचालोऽलं कोऽपि गान्धारकस्य",शालिनी,44,17.032,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,B,[],none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv12.30.mp3,sumadhva_vijaya,sarga_12,30,full,sumadhva_vijaya:sarga_12:30,"आम्नायं ये पेठुराम्नाय-पूर्वं
प्राप्ता विप्रास्तत्र कौतूहलेन
पर्यासीनास्तावदाचार्य-वर्यं
प्रेक्ष्यं प्रेक्षाञ्चक्रिरेऽनेक-सङ्ख्याः",शालिनी,44,15.412,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,B,[],none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv12.31.mp3,sumadhva_vijaya,sarga_12,31,full,sumadhva_vijaya:sarga_12:31,"उक्ताङ्गेभ्यः कादिकान् व्यञ्जयन्तं
तत्-तन्मात्रा-व्यञ्जनादौ प्रवीणम्
तिस्रोऽवस्थास्तद्-गुणैर्भावयन्तं
देवा दृष्ट्वा ह्यस्मरन् देव-देवम्",शालिनी,44,14.942,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,B,[],none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv12.32.mp3,sumadhva_vijaya,sarga_12,32,full,sumadhva_vijaya:sarga_12:32,"आदौ ह्रस्वत्वेन वत्सानुसृत्यां
मात्रा-पादौ वर्तयन् दृश्यमानः
कुर्वन्नन्याश्चाग्र्य-रूपा विवृत्ती
र्गोविन्दश्रीरास गोविन्द-भक्तः",शालिनी,44,15.464,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,B,[],none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv12.33.mp3,sumadhva_vijaya,sarga_12,33,full,sumadhva_vijaya:sarga_12:33,"मङ्गल्याङ्ग-व्यक्त-भावा त्रि-लोकीं
रङ्गारूढा विस्मयं प्रापयन्ती
कृष्णेवान्या मान्य-विन्यास-पादा
रेजे माध्वी सुस्वरा वेद-वाणी",शालिनी,44,14.681,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,B,[],none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv12.34.mp3,sumadhva_vijaya,sarga_12,34,full,sumadhva_vijaya:sarga_12:34,"गाम्भीर्याद्यैर्युक्तमौदार्य-कार्यं
र्नाना-नाद-श्लाघ्यमुच्चारणं तत्
शीक्षा-शिक्षा-लक्षणानां हि लक्ष्यं
मान्यं मन्ये धन्य-बुद्धेरतुल्यम्",शालिनी,44,14.838,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,B,[],none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv12.35.mp3,sumadhva_vijaya,sarga_12,35,full,sumadhva_vijaya:sarga_12:35,"काल्पीः क्लृप्तीर्व्यञ्जयंश्छान्दसीश्च
व्यक्तं शाब्दं शास्त्रमुद्भाव्य भूयः
स व्याख्यावुक्त-नैरुक्त-मार्गौ
ज्यायान् ज्योतिर्वेदिनां वेदमित्थम्",अज्ञातम्,43,14.315,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,B,[],none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv12.36.mp3,sumadhva_vijaya,sarga_12,36,full,sumadhva_vijaya:sarga_12:36,"श्रौते व्याख्योच्चारणे चारुणी ते
मादृग् देही वर्णयेदस्य को नु
वागीशानैर्वाग्विहङ्गेन्द्र-जीवै
र्भूर्याश्चर्यैर्वर्णिते ये प्रणम्य",शालिनी,44,16.98,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,B,[],none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv12.37.mp3,sumadhva_vijaya,sarga_12,37,full,sumadhva_vijaya:sarga_12:37,"छन्दस्सार्थं सार्थमत्रामुनेत्थं
प्रोक्तं श्रुत्वा ब्राह्मणा ब्रह्मणेव
सर्वे सौम्या जिष्णु-जिज्ञासयाऽमी
प्राप्य प्रोचुश्चित्र-कायाभिधानम्",शालिनी,44,15.203,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,B,[],none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv12.38.mp3,sumadhva_vijaya,sarga_12,38,full,sumadhva_vijaya:sarga_12:38,"प्राज्य-प्रज्ञः प्राज्यया प्रज्ञयाऽसौ
हन्तावोचन्मन्त्र-वर्णाभिधेयम्
तत्-प्रत्यर्थी प्रार्थ्यते वक्तुमेतत्
प्राज्ञास्माभिः श्रोतुकामैर्भवांश्च",शालिनी,44,15.256,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,B,[],none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv12.39.mp3,sumadhva_vijaya,sarga_12,39,full,sumadhva_vijaya:sarga_12:39,"इत्युक्तस्तैरेष विस्तारि-बुद्धेः
प्राप्तुं साम्यं सम्प्रवृत्तो दुरात्मा
हास्योऽत्राभूद् वासुदेव-प्रभार्थी
यद्वत् पूर्वं पौण्ड्रको वासुदेवः",शालिनी,44,15.883,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,B,[],none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv12.4.mp3,sumadhva_vijaya,sarga_12,4,full,sumadhva_vijaya:sarga_12:4,"एकं तत्त्वं वष्टि माया-मयीयं वाक्यैः प्राच्यैरप्यवाच्यं विधत्ते
पूर्वाऽपूर्वा हन्त दौर्घट्य-भूषा चित्रश्चित्रं दर्शनाचार्य-नीतिः",शालिनी,44,16.927,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,B,[],none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv12.40.mp3,sumadhva_vijaya,sarga_12,40,full,sumadhva_vijaya:sarga_12:40,"आङादेशादुत्तरं रादि-शब्दं
श्रुत्वा नारेत्युक्तवन्तं पदं तम्
व्याख्या-लौल्यादैतरेयादि-सूक्ते
पृथ्वी-देवा निन्दनीयं निनिन्दुः",शालिनी,44,15.36,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,B,[],none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv12.41.mp3,sumadhva_vijaya,sarga_12,41,full,sumadhva_vijaya:sarga_12:41,"शार्दूलाख्यां प्राप्य सम्भावितः प्राग्
लोके धूर्तो मायि-गोमायुरेषः
वादि-द्वीपि-ध्वंसिनं मध्व-सिंहं
प्राप्तो हीत्थं शब्द-शेषो बभूव",शालिनी,44,15.83,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,B,[],none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv12.42.mp3,sumadhva_vijaya,sarga_12,42,full,sumadhva_vijaya:sarga_12:42,"कृष्णाभीष्टा शास्त्र-विस्पष्ट-संज्ञा
या स्वीया श्रीः पालिता सद्-द्विजेन
पद्माख्यासत्-सैन्धेवेनाहृतां तां
शुश्रावाग्र्यानन्द-तीर्थाख्य-पार्थः",अज्ञातम्,44,16.457,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,B,[],none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv12.43.mp3,sumadhva_vijaya,sarga_12,43,full,sumadhva_vijaya:sarga_12:43,"तूर्णं तीर्णादभ्र-मार्गोऽथ सार्यः
सम्प्राप्तोऽसौ गो-गणैर्भीषयित्वा
संयम्यान्तर्यन्तृ-कामेन हास्यं
सम्प्राप्त-श्रीर्निर्जितं तं जहास",शालिनी,44,15.569,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,B,[],none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv12.44.mp3,sumadhva_vijaya,sarga_12,44,full,sumadhva_vijaya:sarga_12:44,"दुष्टात्माऽसौ सौभद्रमेकाकिनं यः
क्षेप्तुं हेतुः सौख्य-दाख्यं बभूव
हर्यंशोऽयं तं न चक्षाम भूयो
तोके सने सूकरं केसरीव",अज्ञातम्,45,13.636,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,B,[],none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv12.45.mp3,sumadhva_vijaya,sarga_12,45,full,sumadhva_vijaya:sarga_12:45,"तस्य त्रासात् पृष्ठतस्तिष्ठतोऽभूत्
क्षेमापेक्षी यो जनः प्राग् जितोऽपि
मध्येऽन्येषां गोततीस्तत्प्रयुक्ताः
सोऽप्यज्जिष्णुः पञ्चषैर्गोविशेषैः",शालिनी,44,15.935,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,B,[],none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv12.46.mp3,sumadhva_vijaya,sarga_12,46,full,sumadhva_vijaya:sarga_12:46,"विष्णोर्भूयः शोभयद्भिः पदान्तं
पारम्पर्येणेर्यमाणैरवाय्यैः
गोव्रातैस्तं दारयित्वा न्यगृह्णात्
कञ्जाख्यानं सिन्धुपं मध्वपार्थः",शालिनी,44,14.89,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,B,[],none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv12.47.mp3,sumadhva_vijaya,sarga_12,47,full,sumadhva_vijaya:sarga_12:47,"आस्तामास्तामेष वो विश्वमोषो
रेरे मायावादिचोरा द्रवेत
द्रष्टा द्रष्टा निग्रहीता ध्रुवं वः
प्राप्तः कालो द्राग् गुहान्तं प्रवेष्टुम्",शालिनी,44,14.315,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,B,[],none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv12.48.mp3,sumadhva_vijaya,sarga_12,48,full,sumadhva_vijaya:sarga_12:48,"तेजो विद्वच्चक्रचन्द्रस्य लीनं
विध्वस्ताऽलं वादिनक्षत्रलक्ष्मीः
विश्वं व्याप्तं यत्तु तद्दीप्तिमूलं
युष्मत्प्रेष्ठं तन्निरस्तं तमश्च",शालिनी,44,14.472,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,B,[],none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv12.49.mp3,sumadhva_vijaya,sarga_12,49,full,sumadhva_vijaya:sarga_12:49,"पूर्वाशामापूर्य विश्वप्रकाशी
गोसन्दोहैः सप्तविद्याख्यवाहः
युष्माभिः किं नैक्षि देदीप्यतेऽसौ
देवः साक्षात् सर्ववित् सर्वदीपः",शालिनी,44,19.069,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,B,[],none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv12.5.mp3,sumadhva_vijaya,sarga_12,5,full,sumadhva_vijaya:sarga_12:5,"मर्त्यामर्त्यामर्त्य-विद्विट्-पुरोगं
विश्वं दृश्यं विप्र-चण्डाल-पूर्वम्
भेदापेतं भेदि मानैः समानैः
साधीयः कः साधयेत् तामलब्ध्वा",शालिनी,44,17.502,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,B,[],none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv12.50.mp3,sumadhva_vijaya,sarga_12,50,full,sumadhva_vijaya:sarga_12:50,"सर्वाधारं ब्रह्मसञ्ज्ञं विहायो
रम्याकारं शारदेन्दीवराभम्
सन्निर्णीतं गुण्यलं शब्दभेदै
र्मध्वादित्यं संश्रितं कोऽपिधत्ते",शालिनी,44,13.375,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,B,[],none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv12.51.mp3,sumadhva_vijaya,sarga_12,51,full,sumadhva_vijaya:sarga_12:51,"विधावत विधावत त्वरितमत्रिवादासुरा
अदभ्रधिषणाभिधो नरहरिर्हि जाज्वल्यते
स युक्तिनखरैः खरैर्मुखरमूर्खदुःखाङ्कुरै
र्विदारयति दारुणप्रवचनप्रणादोऽप्रियान्",पृथ्वी,68,19.278,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,B,[],none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/sumadhva_vijaya/smv12.52.mp3,sumadhva_vijaya,sarga_12,52,full,sumadhva_vijaya:sarga_12:52,"धत्ते रूपाण्यनन्तान्यपि भुवनपतेर्हृदाऽप्येकपक्षो
दक्षः सद्भ्योऽखिलेभ्योऽप्यमृतमिह ददौ केवलं यो न मात्रे
पक्षिश्रेष्ठोऽपरः सन्नमितमतिपदोऽसम्पदे स्यादयं वो
मा दर्पं मायिसर्पा भजत भजत तास्ता गुहा द्राग् द्विजिह्वाः",अज्ञातम्,83,22.57,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,B,[],none (spot-check optional)
